"year","global mean SC","2s.d. error range","smoothed global mean SC, by LOWESS with span width of 240 month"
1992.667,-0.02938,0.01050,-0.02190
1992.750,-0.03053,0.01043,-0.02177
1992.833,-0.02840,0.01060,-0.02165
1992.917,-0.02805,0.01048,-0.02152
1993.000,-0.02760,0.01047,-0.02140
1993.083,-0.02370,0.01000,-0.02128
1993.167,-0.02365,0.00955,-0.02115
1993.250,-0.02431,0.00907,-0.02103
1993.333,-0.02328,0.00876,-0.02090
1993.417,-0.02584,0.00850,-0.02077
1993.500,-0.02788,0.00862,-0.02065
1993.583,-0.02725,0.00890,-0.02052
1993.667,-0.02303,0.00918,-0.02039
1993.750,-0.02317,0.00886,-0.02026
1993.833,-0.02445,0.00903,-0.02013
1993.917,-0.02178,0.00887,-0.02000
1994.000,-0.01921,0.00855,-0.01987
1994.083,-0.01816,0.00882,-0.01974
1994.167,-0.01940,0.00879,-0.01961
1994.250,-0.01651,0.00897,-0.01947
1994.333,-0.01801,0.00858,-0.01934
1994.417,-0.02234,0.00885,-0.01920
1994.500,-0.02305,0.00883,-0.01907
1994.583,-0.01940,0.00870,-0.01893
1994.667,-0.01983,0.00888,-0.01879
1994.750,-0.02023,0.00900,-0.01865
1994.833,-0.02026,0.00838,-0.01851
1994.917,-0.02278,0.00788,-0.01837
1995.000,-0.01588,0.00722,-0.01823
1995.083,-0.01539,0.00727,-0.01808
1995.167,-0.01635,0.00707,-0.01794
1995.250,-0.01747,0.00724,-0.01779
1995.333,-0.01687,0.00742,-0.01765
1995.417,-0.01396,0.00795,-0.01750
1995.500,-0.01202,0.00816,-0.01735
1995.583,-0.00998,0.00826,-0.01720
1995.667,-0.00966,0.00832,-0.01705
1995.750,-0.01223,0.00864,-0.01690
1995.833,-0.01429,0.00883,-0.01675
1995.917,-0.01325,0.00913,-0.01660
1996.000,-0.00637,0.00914,-0.01645
1996.083,-0.00389,0.00939,-0.01630
1996.167,-0.00327,0.00982,-0.01615
1996.250,-0.00296,0.00982,-0.01600
1996.333,-0.00552,0.01054,-0.01585
1996.417,-0.00572,0.01133,-0.01570
1996.500,-0.01134,0.01180,-0.01555
1996.583,-0.01247,0.01204,-0.01539
1996.667,-0.01416,0.01219,-0.01524
1996.750,-0.01513,0.01252,-0.01509
1996.833,-0.01889,0.01270,-0.01494
1996.917,-0.01967,0.01212,-0.01479
1997.000,-0.01735,0.01161,-0.01464
1997.083,-0.01588,0.01132,-0.01449
1997.167,-0.01499,0.01108,-0.01434
1997.250,-0.01373,0.01047,-0.01419
1997.333,-0.01282,0.01098,-0.01404
1997.417,-0.01085,0.01148,-0.01389
1997.500,-0.01567,0.01141,-0.01374
1997.583,-0.02032,0.01121,-0.01360
1997.667,-0.02091,0.01119,-0.01345
1997.750,-0.02341,0.01105,-0.01330
1997.833,-0.02234,0.01131,-0.01316
1997.917,-0.02061,0.01140,-0.01301
1998.000,-0.02159,0.01079,-0.01287
1998.083,-0.02148,0.01049,-0.01272
1998.167,-0.02352,0.01074,-0.01258
1998.250,-0.02168,0.01026,-0.01244
1998.333,-0.01818,0.00969,-0.01230
1998.417,-0.01540,0.00985,-0.01216
1998.500,-0.01439,0.01010,-0.01202
1998.583,-0.01398,0.01054,-0.01188
1998.667,-0.01443,0.01059,-0.01174
1998.750,-0.01137,0.01037,-0.01160
1998.833,-0.01144,0.01008,-0.01147
1998.917,-0.01473,0.01047,-0.01133
1999.000,-0.01060,0.01052,-0.01120
1999.083,-0.00946,0.01003,-0.01106
1999.167,-0.01213,0.00978,-0.01093
1999.250,-0.01225,0.01059,-0.01080
1999.333,-0.00786,0.01045,-0.01067
1999.417,-0.00393,0.01048,-0.01054
1999.500,-0.00496,0.01051,-0.01041
1999.583,-0.00757,0.01040,-0.01029
1999.667,-0.00846,0.01009,-0.01016
1999.750,-0.01277,0.00973,-0.01004
1999.833,-0.01288,0.00938,-0.00992
1999.917,-0.01058,0.00952,-0.00979
2000.000,-0.01144,0.00959,-0.00968
2000.083,-0.01232,0.01006,-0.00956
2000.167,-0.01256,0.01004,-0.00944
2000.250,-0.00956,0.00967,-0.00933
2000.333,-0.00533,0.00887,-0.00921
2000.417,-0.00813,0.00794,-0.00910
2000.500,-0.00782,0.00774,-0.00899
2000.583,-0.00842,0.00793,-0.00888
2000.667,-0.00387,0.00793,-0.00878
2000.750,-0.00385,0.00791,-0.00867
2000.833,-0.00842,0.00790,-0.00857
2000.917,-0.00918,0.00759,-0.00847
2001.000,-0.00925,0.00747,-0.00837
2001.083,-0.00896,0.00761,-0.00827
2001.167,-0.00829,0.00787,-0.00818
2001.250,-0.00817,0.00825,-0.00809
2001.333,-0.00681,0.00802,-0.00800
2001.417,-0.00535,0.00792,-0.00791
2001.500,-0.00262,0.00783,-0.00782
2001.583,-0.00253,0.00814,-0.00773
2001.667,-0.00184,0.00845,-0.00765
2001.750,-0.00481,0.00866,-0.00757
2001.833,-0.00350,0.00842,-0.00749
2001.917,-0.00086,0.00848,-0.00741
2002.000,-0.00318,0.00833,-0.00733
2002.083,-0.00463,0.00832,-0.00725
2002.167,-0.00397,0.00803,-0.00718
2002.250,-0.00434,0.00757,-0.00711
2002.333,-0.00516,0.00734,-0.00703
2002.417,-0.00671,0.00682,-0.00696
2002.500,-0.00637,0.00652,-0.00689
2002.583,-0.00476,0.00676,-0.00682
2002.667,-0.00367,0.00669,-0.00676
2002.750,-0.00444,0.00638,-0.00669
2002.833,-0.00535,0.00597,-0.00662
2002.917,-0.00286,0.00585,-0.00656
2003.000,0.00091,0.00574,-0.00649
2003.083,0.00128,0.00582,-0.00642
2003.167,0.00035,0.00562,-0.00636
2003.250,-0.00153,0.00563,-0.00629
2003.333,-0.00256,0.00569,-0.00623
2003.417,-0.00560,0.00551,-0.00616
2003.500,-0.00687,0.00526,-0.00610
2003.583,-0.00524,0.00530,-0.00603
2003.667,-0.00617,0.00529,-0.00597
2003.750,-0.00522,0.00536,-0.00591
2003.833,-0.00499,0.00521,-0.00584
2003.917,-0.00332,0.00508,-0.00578
2004.000,-0.00019,0.00511,-0.00571
2004.083,-0.00051,0.00501,-0.00565
2004.167,0.00125,0.00485,-0.00558
2004.250,0.00038,0.00479,-0.00551
2004.333,-0.00239,0.00468,-0.00545
2004.417,-0.00074,0.00449,-0.00538
2004.500,-0.00137,0.00454,-0.00531
2004.583,-0.00068,0.00433,-0.00525
2004.667,0.00035,0.00426,-0.00518
2004.750,-0.00080,0.00417,-0.00511
2004.833,-0.00169,0.00404,-0.00505
2004.917,-0.00139,0.00397,-0.00498
2005.000,-0.00156,0.00399,-0.00491
2005.083,-0.00115,0.00401,-0.00484
2005.167,-0.00265,0.00379,-0.00477
2005.250,-0.00206,0.00391,-0.00470
2005.333,-0.00351,0.00391,-0.00464
2005.417,-0.00337,0.00395,-0.00457
2005.500,-0.00336,0.00403,-0.00450
2005.583,-0.00247,0.00403,-0.00443
2005.667,-0.00077,0.00415,-0.00436
2005.750,0.00031,0.00398,-0.00429
2005.833,0.00167,0.00387,-0.00422
2005.917,0.00397,0.00403,-0.00415
2006.000,0.00636,0.00332,-0.00408
2006.083,0.00664,0.00320,-0.00401
2006.167,0.00536,0.00316,-0.00395
2006.250,0.00607,0.00333,-0.00388
2006.333,0.00358,0.00336,-0.00381
2006.417,0.00236,0.00321,-0.00374
2006.500,0.00166,0.00323,-0.00368
2006.583,0.00071,0.00394,-0.00361
2006.667,-0.00271,0.00373,-0.00355
2006.750,-0.00643,0.00372,-0.00348
2006.833,-0.01037,0.00388,-0.00342
2006.917,-0.00963,0.00358,-0.00335
2007.000,-0.00447,0.00317,-0.00329
2007.083,-0.00489,0.00321,-0.00323
2007.167,-0.00603,0.00295,-0.00317
2007.250,-0.00643,0.00322,-0.00311
2007.333,-0.00674,0.00339,-0.00305
2007.417,-0.00610,0.00366,-0.00299
2007.500,-0.00769,0.00372,-0.00293
2007.583,-0.00521,0.00375,-0.00287
2007.667,-0.00429,0.00373,-0.00282
2007.750,-0.00457,0.00384,-0.00276
2007.833,-0.00727,0.00393,-0.00271
2007.917,-0.00650,0.00362,-0.00265
2008.000,-0.00731,0.00337,-0.00260
2008.083,-0.00850,0.00338,-0.00255
2008.167,-0.01129,0.00337,-0.00249
2008.250,-0.01092,0.00349,-0.00244
2008.333,-0.01104,0.00323,-0.00239
2008.417,-0.01002,0.00286,-0.00234
2008.500,-0.00818,0.00272,-0.00229
2008.583,-0.00983,0.00305,-0.00224
2008.667,-0.00954,0.00295,-0.00219
2008.750,-0.00800,0.00295,-0.00214
2008.833,-0.01124,0.00301,-0.00209
2008.917,-0.00838,0.00315,-0.00205
2009.000,-0.01066,0.00292,-0.00200
2009.083,-0.01116,0.00282,-0.00195
2009.167,-0.01079,0.00272,-0.00191
2009.250,-0.00929,0.00244,-0.00186
2009.333,-0.00809,0.00259,-0.00182
2009.417,-0.00487,0.00267,-0.00177
2009.500,-0.00343,0.00277,-0.00173
2009.583,-0.00394,0.00275,-0.00168
2009.667,-0.00733,0.00300,-0.00164
2009.750,-0.00796,0.00309,-0.00159
2009.833,-0.00966,0.00321,-0.00155
2009.917,-0.00757,0.00304,-0.00151
2010.000,-0.00822,0.00273,-0.00146
2010.083,-0.00816,0.00270,-0.00142
2010.167,-0.00902,0.00229,-0.00138
2010.250,-0.00860,0.00207,-0.00132
2010.333,-0.00649,0.00212,-0.00127
2010.417,-0.00291,0.00199,-0.00121
2010.500,-0.00091,0.00213,-0.00116
2010.583,-0.00318,0.00197,-0.00111
2010.667,-0.00555,0.00222,-0.00106
2010.750,-0.00629,0.00229,-0.00101
2010.833,-0.00673,0.00239,-0.00096
2010.917,-0.00260,0.00236,-0.00092
2011.000,-0.00165,0.00235,-0.00087
2011.083,-0.00195,0.00228,-0.00083
2011.167,-0.00003,0.00219,-0.00078
2011.250,0.00065,0.00217,-0.00074
2011.333,0.00287,0.00233,-0.00070
2011.417,0.00610,0.00217,-0.00065
2011.500,0.00848,0.00210,-0.00061
2011.583,0.00868,0.00205,-0.00057
2011.667,0.00642,0.00184,-0.00053
2011.750,0.00678,0.00186,-0.00049
2011.833,0.00448,0.00202,-0.00045
2011.917,0.00684,0.00222,-0.00040
2012.000,0.00583,0.00217,-0.00036
2012.083,0.00526,0.00216,-0.00032
2012.167,0.00518,0.00214,-0.00028
2012.250,0.00445,0.00208,-0.00024
2012.333,0.00362,0.00217,-0.00020
2012.417,0.00155,0.00219,-0.00016
2012.500,0.00036,0.00210,-0.00012
2012.583,0.00012,0.00203,-0.00008
2012.667,-0.00014,0.00195,-0.00003
2012.750,-0.00103,0.00187,0.00001
2012.833,-0.00190,0.00206,0.00005
2012.917,-0.00088,0.00190,0.00009
2013.000,0.00056,0.00204,0.00013
2013.083,0.00187,0.00195,0.00017
2013.167,0.00094,0.00210,0.00022
2013.250,0.00209,0.00230,0.00026
2013.333,0.00394,0.00226,0.00030
2013.417,0.00692,0.00224,0.00034
2013.500,0.00562,0.00204,0.00038
2013.583,0.00660,0.00211,0.00043
2013.667,0.00510,0.00212,0.00047
2013.750,0.00430,0.00207,0.00051
2013.833,0.00385,0.00189,0.00056
2013.917,0.00282,0.00196,0.00060
2014.000,-0.00287,0.00216,0.00064
2014.083,-0.00367,0.00240,0.00069
2014.167,-0.00353,0.00236,0.00073
2014.250,0.00009,0.00252,0.00077
2014.333,0.00284,0.00259,0.00082
2014.417,0.00393,0.00225,0.00086
2014.500,0.00348,0.00212,0.00090
2014.583,0.00598,0.00222,0.00095
2014.667,0.00770,0.00229,0.00099
2014.750,0.00941,0.00239,0.00104
2014.833,0.00700,0.00245,0.00108
2014.917,0.00894,0.00233,0.00113
2015.000,0.00871,0.00228,0.00117
2015.083,0.00860,0.00219,0.00122
2015.167,0.01014,0.00226,0.00126
2015.250,0.00986,0.00238,0.00131
2015.333,0.00673,0.00245,0.00135
2015.417,0.00687,0.00257,0.00140
2015.500,0.00460,0.00252,0.00144
2015.583,0.00285,0.00214,0.00149
2015.667,0.00075,0.00224,0.00153
2015.750,-0.00138,0.00253,0.00158
2015.833,-0.00603,0.00275,0.00162
2015.917,-0.00572,0.00266,0.00167
2016.000,-0.00257,0.00278,0.00172
2016.083,-0.00175,0.00280,0.00176
2016.167,-0.00137,0.00290,0.00181
2016.250,0.00138,0.00291,0.00185
2016.333,0.00111,0.00299,0.00190
2016.417,0.00234,0.00303,0.00194
2016.500,0.00090,0.00297,0.00199
2016.583,0.00043,0.00306,0.00204
2016.667,-0.00051,0.00288,0.00208
2016.750,-0.00131,0.00271,0.00213
2016.833,-0.00263,0.00283,0.00217
2016.917,0.00347,0.00298,0.00222
2017.000,0.00367,0.00304,0.00226
2017.083,0.00764,0.00281,0.00231
2017.167,0.00745,0.00263,0.00236
2017.250,0.00902,0.00243,0.00240
2017.333,0.00766,0.00235,0.00245
2017.417,0.00773,0.00245,0.00249
2017.500,0.00306,0.00263,0.00254
2017.583,0.00414,0.00249,0.00258
2017.667,0.00515,0.00243,0.00263
2017.750,0.00765,0.00250,0.00268
2017.833,0.00728,0.00262,0.00272
2017.917,0.00775,0.00268,0.00277
2018.000,0.00547,0.00269,0.00281
2018.083,0.00465,0.00246,0.00286
2018.167,0.00387,0.00243,0.00290
2018.250,0.00209,0.00257,0.00295
2018.333,-0.00191,0.00273,0.00299
2018.417,-0.00053,0.00275,0.00304
2018.500,0.00101,0.00268,0.00308
2018.583,0.00400,0.00271,0.00313
2018.667,0.00305,0.00284,0.00317
2018.750,0.00565,0.00291,0.00322
2018.833,0.00675,0.00267,0.00326
2018.917,0.00796,0.00295,0.00331
2019.000,0.00766,0.00291,0.00335
2019.083,0.00573,0.00292,0.00339
2019.167,0.00049,0.00298,0.00344
2019.250,0.00136,0.00330,0.00348
2019.333,0.00112,0.00317,0.00353
2019.417,0.00057,0.00341,0.00357
2019.500,0.00038,0.00320,0.00361
2019.583,0.00066,0.00335,0.00366
2019.667,-0.00158,0.00363,0.00370
2019.750,-0.00283,0.00373,0.00374
2019.833,-0.00509,0.00387,0.00378
